,Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
1168,771,Software Development,HR,Product Design,7,224,Bob Smith,Pending,2023-06-22,,5.840814757484721
1169,38,Customer Onboarding,IT,Launch Campaign,11,638,Bob Doe,Pending,2023-01-26,,2.942343537110763
1170,38,Customer Onboarding,IT,Requirements Gathering,10,920,Alex Doe,In Progress,2023-11-02,,4.983749322069642
1171,389,Employee Recruitment,IT,Approve Invoice,13,1248,John Black,Completed,2023-03-30,2023-03-30 13:00:00,2.248852692684369
1172,961,Customer Onboarding,HR,Launch Campaign,11,825,Alice Smith,Completed,2023-06-21,2023-06-21 11:00:00,9.785046393657256
1173,861,Invoice Processing,IT,Review Documents,8,320,Bob Brown,In Progress,2023-02-21,,8.052430647011098
1174,921,Employee Recruitment,Finance,Receive Invoice,7,420,Charlie White,In Progress,2023-10-30,,6.572907966053645
1175,820,Software Development,Marketing,Receive Invoice,6,312,John Green,Pending,2023-09-05,,5.642276228605706
1176,777,Customer Onboarding,Finance,Product Design,6,510,Bob Green,Pending,2023-01-07,,3.808794195243046
1177,521,Software Development,Sales,Coding,7,70,Alex Doe,In Progress,2023-12-04,,7.006277265229768
1178,75,Employee Recruitment,Finance,Requirements Gathering,17,1241,Alex Smith,Completed,2023-12-18,2023-12-18 17:00:00,1.6522709444647576
1179,476,Software Development,Finance,Collect Documents,2,126,John Black,In Progress,2023-06-10,,1.2984419606411624
1180,284,Customer Onboarding,Finance,Job Posting,13,871,Alex White,Pending,2023-08-08,,9.08790249965856
1181,516,Invoice Processing,Marketing,Screen Candidates,10,740,Bob Smith,Completed,2023-01-14,2023-01-14 10:00:00,2.5100597210463205
1182,404,Product Launch,Marketing,Approve Invoice,20,1240,Charlie Black,In Progress,2023-01-11,,7.408691458316645
1183,637,Software Development,HR,Initial Contact,13,1287,Jane Doe,Pending,2023-11-20,,2.8115620505194694
1184,5,Software Development,IT,Approve Invoice,3,159,John White,Pending,2023-02-22,,1.6403796934060066
1185,546,Customer Onboarding,Sales,Job Posting,5,305,Alice Black,In Progress,2023-10-03,,6.843699332361933
1186,776,Customer Onboarding,HR,Collect Documents,5,60,Alex Smith,In Progress,2023-05-05,,6.127745220257522
1187,994,Software Development,HR,Product Design,18,1692,Charlie Smith,Pending,2023-09-22,,8.62218696475149
1188,416,Product Launch,HR,Approve Invoice,8,512,John Smith,In Progress,2023-12-18,,1.220860670135966
1189,255,Product Launch,HR,Testing,20,800,Alex Black,Pending,2023-05-24,,1.3175922638054682
1190,696,Employee Recruitment,IT,Conduct Interviews,2,80,Charlie White,Completed,2023-10-25,2023-10-25 02:00:00,5.771282242644203
1191,376,Customer Onboarding,IT,Product Design,7,252,Alex Black,Completed,2023-04-24,2023-04-24 07:00:00,0.9863852652227434
1192,161,Product Launch,HR,Initial Contact,7,623,Jane Doe,In Progress,2023-03-17,,9.402910824472512
1193,181,Employee Recruitment,IT,Job Posting,12,816,Alex Black,Pending,2023-10-02,,8.696608409411411
1194,758,Employee Recruitment,Finance,Launch Campaign,4,52,Alex Black,In Progress,2023-06-20,,7.951457067016504
1195,816,Employee Recruitment,Finance,Job Posting,14,658,Jane Smith,In Progress,2023-09-17,,2.528251255900924
1196,33,Invoice Processing,Sales,Verify Invoice,10,610,Charlie Brown,In Progress,2023-01-06,,9.213434328434968
1197,801,Software Development,Marketing,Conduct Interviews,17,561,John Smith,In Progress,2023-06-10,,0.0251938892845027
1198,498,Customer Onboarding,Marketing,Screen Candidates,5,475,Alice Green,Pending,2023-04-20,,7.637666841770951
1199,48,Product Launch,Finance,Requirements Gathering,10,570,Jane Green,In Progress,2023-02-02,,1.3640107375171762
1200,306,Software Development,HR,Product Design,10,600,Alice White,In Progress,2023-02-13,,2.240530171941284
1201,691,Invoice Processing,HR,Market Research,2,200,Alex White,Pending,2023-05-24,,0.5804361440458772
1202,358,Customer Onboarding,IT,Verify Invoice,9,873,Bob Brown,Completed,2023-03-21,2023-03-21 09:00:00,9.741660686916306
1203,886,Product Launch,IT,Launch Campaign,17,1207,Alex Smith,Pending,2023-10-21,,7.080054153438708
1204,98,Product Launch,HR,Market Research,15,1125,John White,In Progress,2023-03-03,,4.714939699415601
1205,147,Invoice Processing,IT,Launch Campaign,4,396,Charlie White,Pending,2023-12-08,,6.297277913458885
1206,447,Customer Onboarding,Finance,Screen Candidates,8,568,Bob Brown,Pending,2023-11-13,,7.602716131502709
1207,26,Employee Recruitment,Finance,Initial Contact,1,37,Alex White,Completed,2023-03-12,2023-03-12 01:00:00,6.645816765653954
1208,844,Invoice Processing,HR,Market Research,15,360,Bob Smith,In Progress,2023-06-15,,1.57293781849828
1209,860,Invoice Processing,IT,Screen Candidates,9,612,Charlie Doe,Completed,2023-12-01,2023-12-01 09:00:00,8.700088989025886
1210,612,Invoice Processing,IT,Review Documents,10,1000,Jane Brown,In Progress,2023-10-15,,8.238053994306966
1211,348,Product Launch,Marketing,Review Documents,16,304,Alex Smith,Pending,2023-08-15,,0.0375839386093179
1212,857,Software Development,IT,Receive Invoice,1,88,John Brown,Completed,2023-02-11,2023-02-11 01:00:00,8.109690812958947
1213,81,Software Development,Sales,Collect Documents,12,492,Charlie Black,Completed,2023-01-07,2023-01-07 12:00:00,7.926110291738474
1214,526,Employee Recruitment,Marketing,Testing,14,1190,John White,Completed,2023-05-23,2023-05-23 14:00:00,6.583183445377089
1215,889,Product Launch,HR,Requirements Gathering,15,690,Charlie Smith,Pending,2023-02-09,,0.3528140204212282
1216,224,Employee Recruitment,HR,Requirements Gathering,19,798,Alice White,Pending,2023-02-17,,5.588815357317993
1217,599,Customer Onboarding,IT,Job Posting,19,665,Bob Smith,In Progress,2023-07-05,,3.0434379652431245
1218,625,Employee Recruitment,Sales,Collect Documents,16,560,Charlie Smith,Completed,2023-12-05,2023-12-05 16:00:00,2.054051504226033
1219,343,Customer Onboarding,HR,Receive Invoice,10,360,Charlie Brown,Completed,2023-03-18,2023-03-18 10:00:00,0.4248686329208295
1220,964,Invoice Processing,Marketing,Market Research,14,140,Alice White,Completed,2023-02-25,2023-02-25 14:00:00,0.933958763542615
1221,310,Employee Recruitment,Sales,Requirements Gathering,14,700,John Brown,In Progress,2023-06-19,,1.3122344942999842
1222,457,Product Launch,IT,Coding,17,901,Charlie White,Pending,2023-10-04,,4.519895221444359
1223,126,Invoice Processing,Finance,Conduct Interviews,9,288,Bob Doe,Completed,2023-01-17,2023-01-17 09:00:00,4.4941284814334725
1224,293,Customer Onboarding,Marketing,Review Documents,6,588,Bob Black,Completed,2023-12-12,2023-12-12 06:00:00,2.0765051257325986
1225,833,Customer Onboarding,HR,Product Design,6,120,Alex Green,In Progress,2023-12-13,,6.960099995813796
1226,742,Invoice Processing,IT,Coding,16,1328,Alex Doe,In Progress,2023-09-04,,9.341651697913326
1227,464,Software Development,HR,Launch Campaign,8,800,John Green,In Progress,2023-06-04,,9.122146859006977
1228,799,Product Launch,IT,Testing,18,558,Charlie Brown,In Progress,2023-04-30,,0.3096432686732797
1229,411,Customer Onboarding,IT,Conduct Interviews,4,248,Charlie Green,In Progress,2023-09-05,,0.2787174557877891
1230,804,Customer Onboarding,IT,Coding,6,342,Alice Brown,Pending,2023-02-22,,2.149888240470733
1231,760,Software Development,Finance,Review Documents,13,663,Alex Smith,Pending,2023-04-13,,6.460330197975256
1232,859,Employee Recruitment,Sales,Approve Invoice,20,1540,Bob Smith,Completed,2023-11-02,2023-11-02 20:00:00,4.164406540522573
1233,335,Customer Onboarding,HR,Launch Campaign,1,84,Alice Doe,Pending,2023-08-13,,6.0064840515822056
1234,187,Product Launch,IT,Testing,13,403,Jane White,Completed,2023-12-08,2023-12-08 13:00:00,7.1574585926401095
1235,877,Product Launch,Marketing,Approve Invoice,16,1056,Charlie Green,Pending,2023-10-08,,6.275134416062212
1236,974,Product Launch,IT,Approve Invoice,14,406,Bob Black,Completed,2023-03-08,2023-03-08 14:00:00,7.96267932354374
1237,399,Invoice Processing,IT,Initial Contact,4,72,Alex Brown,In Progress,2023-07-30,,5.104473054464825
1238,777,Software Development,Sales,Testing,7,238,Alex Doe,In Progress,2023-07-17,,9.889195429206726
1239,120,Product Launch,Marketing,Coding,13,988,Charlie Green,In Progress,2023-12-16,,7.898635165376716
1240,612,Invoice Processing,Marketing,Screen Candidates,17,187,Charlie Green,In Progress,2023-01-06,,6.767008168197346
1241,12,Employee Recruitment,IT,Launch Campaign,18,918,Jane Black,Pending,2023-12-04,,5.091966630649571
1242,782,Product Launch,HR,Screen Candidates,15,1380,Bob Doe,Completed,2023-04-14,2023-04-14 15:00:00,5.642895019262767
1243,206,Employee Recruitment,Sales,Conduct Interviews,20,280,Jane Green,In Progress,2023-11-18,,3.1759565092511632
1244,455,Employee Recruitment,IT,Testing,19,741,Jane Green,Pending,2023-09-29,,7.296567161781723
1245,502,Software Development,HR,Collect Documents,10,580,Alex Smith,Pending,2023-02-09,,6.000554288114469
1246,878,Product Launch,Sales,Launch Campaign,10,870,Alice Doe,Pending,2023-08-05,,7.716246067377503
1247,108,Invoice Processing,HR,Screen Candidates,13,299,Alice Green,In Progress,2023-10-26,,1.0577089270440587
1248,315,Invoice Processing,Sales,Launch Campaign,3,87,Bob Doe,In Progress,2023-10-08,,1.4097514475280692
1249,654,Employee Recruitment,HR,Review Documents,18,1656,Jane Green,In Progress,2023-09-01,,5.395501021955576
1250,364,Customer Onboarding,Sales,Receive Invoice,15,585,Alex Black,In Progress,2023-05-15,,6.013056774023382
1251,199,Customer Onboarding,Sales,Product Design,17,1394,Bob Brown,In Progress,2023-12-29,,8.17761857401729
1252,88,Invoice Processing,IT,Approve Invoice,7,413,Alice Black,Completed,2023-11-15,2023-11-15 07:00:00,5.028514986326398
1253,684,Employee Recruitment,Marketing,Market Research,4,364,Alex Black,Completed,2023-12-14,2023-12-14 04:00:00,0.4127041224891481
1254,486,Employee Recruitment,Finance,Approve Invoice,2,188,Bob White,In Progress,2023-09-04,,9.031075509387152
1255,661,Product Launch,Marketing,Product Design,12,144,John Black,Completed,2023-07-09,2023-07-09 12:00:00,6.742953285145986
1256,428,Invoice Processing,IT,Approve Invoice,5,235,Jane Green,Completed,2023-07-22,2023-07-22 05:00:00,0.8682993227089275
1257,230,Software Development,Finance,Verify Invoice,1,91,John Brown,In Progress,2023-05-25,,2.011471259828699
1258,421,Invoice Processing,Finance,Product Design,9,369,Jane Smith,Completed,2023-08-26,2023-08-26 09:00:00,8.20643635031747
1259,984,Invoice Processing,IT,Requirements Gathering,17,1173,Charlie Green,Completed,2023-08-06,2023-08-06 17:00:00,2.440408880346557
1260,884,Customer Onboarding,Marketing,Receive Invoice,5,190,Jane White,Completed,2023-04-09,2023-04-09 05:00:00,3.4328357124407294
1261,189,Employee Recruitment,IT,Requirements Gathering,18,1566,Jane Smith,In Progress,2023-10-27,,6.561643370317517
1262,800,Product Launch,HR,Conduct Interviews,7,483,John Black,Completed,2023-03-31,2023-03-31 07:00:00,4.444561955722404
1263,235,Invoice Processing,HR,Job Posting,19,1881,John Brown,Completed,2023-04-06,2023-04-06 19:00:00,6.54930357890427
1264,775,Invoice Processing,Sales,Requirements Gathering,2,104,Bob Smith,Pending,2023-12-01,,8.717775775294008
1265,605,Product Launch,Finance,Initial Contact,16,832,John Doe,Completed,2023-08-20,2023-08-20 16:00:00,2.479629476143244
1266,418,Product Launch,IT,Approve Invoice,3,294,Alice Smith,Pending,2023-12-12,,7.367272869241718
1267,632,Software Development,Finance,Verify Invoice,3,81,Charlie Brown,Completed,2023-05-15,2023-05-15 03:00:00,4.689066405363864
1268,310,Invoice Processing,Sales,Job Posting,4,144,Jane Smith,In Progress,2023-03-03,,4.99839978221729
1269,49,Invoice Processing,Finance,Conduct Interviews,6,414,Alice Doe,In Progress,2023-07-08,,7.677152575067716
1270,504,Software Development,Sales,Screen Candidates,18,450,John Black,Completed,2023-03-22,2023-03-22 18:00:00,1.492176811255782
1271,595,Employee Recruitment,Sales,Launch Campaign,15,960,Charlie Brown,Pending,2023-05-16,,7.50628701591358
1272,483,Customer Onboarding,Sales,Launch Campaign,7,119,Bob White,Completed,2023-12-06,2023-12-06 07:00:00,7.661068607169852
1273,745,Invoice Processing,Marketing,Coding,11,396,Alice Doe,Pending,2023-12-03,,1.7313579719385963
1274,37,Employee Recruitment,HR,Requirements Gathering,5,55,Bob Smith,Pending,2023-10-14,,8.29989479816954
1275,329,Employee Recruitment,Sales,Requirements Gathering,6,600,John Smith,In Progress,2023-05-28,,8.981569808323513
1276,845,Customer Onboarding,Sales,Requirements Gathering,9,675,John White,Completed,2023-07-27,2023-07-27 09:00:00,7.416933124122071
1277,933,Employee Recruitment,HR,Product Design,5,335,Bob White,Completed,2023-02-25,2023-02-25 05:00:00,3.4966189451914165
1278,417,Customer Onboarding,IT,Requirements Gathering,8,448,Jane White,In Progress,2023-10-29,,5.2429983445151285
1279,548,Employee Recruitment,Marketing,Conduct Interviews,1,77,Alice White,Completed,2023-10-26,2023-10-26 01:00:00,1.635400800107404
1280,781,Invoice Processing,Marketing,Launch Campaign,9,873,Bob White,Pending,2023-10-15,,3.434226792488231
1281,493,Employee Recruitment,HR,Launch Campaign,10,220,Jane Doe,Pending,2023-05-15,,0.2693383044122033
1282,570,Employee Recruitment,Marketing,Launch Campaign,15,1020,Charlie Black,Completed,2023-07-02,2023-07-02 15:00:00,1.7931614064171195
1283,17,Product Launch,Finance,Market Research,4,256,Bob Black,Completed,2023-11-19,2023-11-19 04:00:00,8.12318496835809
1284,995,Invoice Processing,Finance,Product Design,7,623,Alice Green,Pending,2023-12-28,,9.845758784022603
1285,427,Software Development,IT,Initial Contact,19,1292,Charlie Brown,Pending,2023-05-13,,8.79919084900596
1286,478,Invoice Processing,IT,Testing,4,280,Bob Smith,Pending,2023-12-01,,2.082017059162733
1287,816,Customer Onboarding,Sales,Requirements Gathering,7,462,John Black,Completed,2023-07-21,2023-07-21 07:00:00,6.624539120231601
1288,738,Customer Onboarding,HR,Market Research,14,364,Charlie Black,Completed,2023-05-11,2023-05-11 14:00:00,0.0199614891356758
1289,753,Employee Recruitment,Marketing,Product Design,16,1520,Jane Smith,Pending,2023-12-08,,4.060891397708616
1290,561,Customer Onboarding,Marketing,Conduct Interviews,11,649,John Black,Pending,2023-03-20,,8.217232874276089
1291,34,Product Launch,HR,Coding,6,132,Charlie White,Completed,2023-02-06,2023-02-06 06:00:00,6.167364726790479
1292,860,Customer Onboarding,Finance,Launch Campaign,16,176,Alice Black,In Progress,2023-01-28,,0.2300042124519719
1293,249,Invoice Processing,Marketing,Product Design,18,540,Jane White,Completed,2023-04-29,2023-04-29 18:00:00,0.3953178388183931
1294,934,Software Development,Finance,Product Design,18,522,Charlie Doe,Completed,2023-09-08,2023-09-08 18:00:00,1.2080720689643043
1295,189,Invoice Processing,Finance,Screen Candidates,19,456,Jane White,Completed,2023-04-01,2023-04-01 19:00:00,6.294641504432766
1296,887,Software Development,Finance,Receive Invoice,2,200,Alice Green,Completed,2023-12-10,2023-12-10 02:00:00,8.975202393243748
1297,299,Employee Recruitment,IT,Initial Contact,17,697,John Doe,Completed,2023-12-19,2023-12-19 17:00:00,2.928287126012219
1298,497,Software Development,Finance,Review Documents,20,820,Alice Brown,Pending,2023-12-01,,3.376355301266194
1299,902,Product Launch,HR,Testing,8,736,Jane Black,Pending,2023-05-27,,1.7319823663419298
1300,30,Employee Recruitment,Sales,Testing,19,570,Bob Black,In Progress,2023-11-29,,8.622806281854063
1301,324,Customer Onboarding,IT,Conduct Interviews,19,1710,Bob Black,In Progress,2023-07-10,,9.40958672265316
1302,741,Software Development,Marketing,Receive Invoice,19,1178,Alice Green,Completed,2023-04-21,2023-04-21 19:00:00,0.7906505699463162
1303,593,Customer Onboarding,Sales,Requirements Gathering,8,616,John Brown,In Progress,2023-09-08,,4.25535427624858
1304,313,Product Launch,IT,Job Posting,13,962,Bob Doe,Completed,2023-06-28,2023-06-28 13:00:00,0.9483630610043748
1305,742,Employee Recruitment,Sales,Launch Campaign,20,640,Jane Smith,Completed,2023-07-01,2023-07-01 20:00:00,7.83393294988317
1306,172,Invoice Processing,HR,Requirements Gathering,14,714,Bob Brown,Completed,2023-08-02,2023-08-02 14:00:00,2.423454381275495
1307,179,Software Development,Sales,Review Documents,18,1206,Alice Smith,In Progress,2023-11-03,,1.3775374937263951
1308,366,Software Development,Marketing,Conduct Interviews,9,261,Jane Black,In Progress,2023-02-08,,6.201200025273924
1309,984,Employee Recruitment,Sales,Receive Invoice,19,1159,Alex Brown,In Progress,2023-05-25,,4.310490532513022
1310,868,Employee Recruitment,Marketing,Initial Contact,3,198,Charlie Green,In Progress,2023-01-22,,1.4667423843388272
1311,15,Employee Recruitment,IT,Testing,19,836,Jane Green,Completed,2023-03-21,2023-03-21 19:00:00,7.939733429139798
1312,609,Product Launch,Sales,Approve Invoice,11,1001,John Smith,In Progress,2023-04-11,,5.443545357720084
1313,152,Software Development,Sales,Approve Invoice,6,498,Alex Black,Pending,2023-11-12,,3.034489608128598
1314,590,Software Development,HR,Review Documents,13,936,Charlie Doe,In Progress,2023-04-17,,3.49961447630043
1315,606,Customer Onboarding,HR,Conduct Interviews,4,200,John Brown,Pending,2023-04-02,,2.002062545332005
1316,720,Customer Onboarding,Sales,Receive Invoice,19,399,Alex Green,Completed,2023-02-04,2023-02-04 19:00:00,3.5205286837334624
1317,502,Invoice Processing,IT,Receive Invoice,10,980,Alice White,In Progress,2023-05-14,,8.918671077608172
1318,387,Product Launch,IT,Initial Contact,10,930,John Green,Pending,2023-06-22,,5.1395993670191
1319,678,Software Development,Marketing,Launch Campaign,11,979,Charlie Doe,Pending,2023-05-01,,2.427605140715925
1320,251,Product Launch,Sales,Launch Campaign,6,204,Bob Brown,Pending,2023-01-19,,2.360048718209087
1321,287,Invoice Processing,Finance,Collect Documents,13,390,Alex Green,In Progress,2023-12-02,,7.660586731337777
1322,970,Software Development,IT,Testing,12,348,Alex Brown,Completed,2023-08-16,2023-08-16 12:00:00,4.597452550964039
1323,962,Invoice Processing,IT,Market Research,9,630,Alice Doe,Completed,2023-10-08,2023-10-08 09:00:00,6.937214795363512
1324,106,Customer Onboarding,IT,Conduct Interviews,10,500,Alex Smith,Completed,2023-05-08,2023-05-08 10:00:00,7.266419642586546
1325,390,Customer Onboarding,HR,Screen Candidates,19,855,Alice White,In Progress,2023-02-08,,9.358376639226783
1326,712,Employee Recruitment,HR,Conduct Interviews,14,672,Alex Smith,Pending,2023-03-06,,2.387541288932076
1327,111,Product Launch,Finance,Launch Campaign,18,432,Jane Brown,Completed,2023-01-17,2023-01-17 18:00:00,5.07950329251329
1328,674,Product Launch,Sales,Coding,10,530,John Doe,Completed,2023-03-29,2023-03-29 10:00:00,3.2029707945344663
1329,19,Product Launch,Finance,Verify Invoice,17,459,Charlie Doe,Pending,2023-06-02,,8.60038018966691
1330,12,Invoice Processing,HR,Job Posting,9,774,Charlie White,In Progress,2023-03-29,,2.0038096331765685
1331,451,Product Launch,Sales,Review Documents,12,912,Jane Black,Completed,2023-11-07,2023-11-07 12:00:00,4.354614247598495
1332,433,Product Launch,Marketing,Launch Campaign,16,1360,Alex Brown,In Progress,2023-11-28,,5.016954196380201
1333,785,Employee Recruitment,Finance,Product Design,16,1216,Charlie Smith,Pending,2023-09-06,,5.514469702951919
1334,681,Invoice Processing,Finance,Product Design,4,192,Alex Black,In Progress,2023-05-18,,6.3293077907006285
1335,64,Invoice Processing,HR,Coding,14,518,Alex Green,Pending,2023-06-03,,0.2601858524234224
1336,400,Employee Recruitment,HR,Market Research,1,85,Alex White,Completed,2023-12-10,2023-12-10 01:00:00,3.547478641400671
1337,420,Employee Recruitment,Marketing,Testing,2,20,Alice Black,In Progress,2023-07-29,,4.355636274732863
1338,142,Software Development,Finance,Review Documents,5,235,John Black,In Progress,2023-09-03,,2.028314967627149
1339,784,Employee Recruitment,Finance,Receive Invoice,15,1455,Jane Doe,Pending,2023-07-25,,5.159956825466512
1340,920,Invoice Processing,Sales,Collect Documents,9,126,Alex Brown,Pending,2023-07-24,,0.7339017884308874
1341,416,Invoice Processing,Sales,Product Design,17,238,Alice White,Pending,2023-03-01,,6.746396629120081
1342,782,Software Development,HR,Coding,14,630,John White,Completed,2023-12-21,2023-12-21 14:00:00,1.5590959411070215
1343,318,Product Launch,Marketing,Receive Invoice,1,28,John Brown,Pending,2023-12-21,,1.4548648239844375
1344,909,Product Launch,IT,Product Design,3,60,Jane Smith,In Progress,2023-12-21,,1.097547438137435
1345,664,Employee Recruitment,Marketing,Requirements Gathering,4,336,Charlie Brown,Pending,2023-06-26,,6.074783968359312
1346,667,Software Development,IT,Product Design,20,380,John White,Pending,2023-08-10,,0.0821137246787617
1347,155,Employee Recruitment,Finance,Market Research,7,623,John Smith,Pending,2023-04-19,,2.513984321739585
1348,150,Employee Recruitment,Marketing,Product Design,15,1350,John Brown,Completed,2023-04-02,2023-04-02 15:00:00,9.710220471132905
1349,645,Invoice Processing,Finance,Verify Invoice,20,1720,Bob Doe,Pending,2023-03-27,,7.968168205949019
1350,217,Product Launch,Sales,Job Posting,19,1159,Charlie Doe,In Progress,2023-02-13,,6.839311448036073
1351,986,Customer Onboarding,Marketing,Coding,8,560,Jane Green,Pending,2023-04-05,,5.786019093823031
1352,827,Software Development,Marketing,Coding,9,531,Alice Black,In Progress,2023-02-14,,5.765165659607736
1353,696,Invoice Processing,IT,Screen Candidates,10,210,Jane Smith,Pending,2023-05-16,,7.704458714292608
1354,929,Invoice Processing,Finance,Review Documents,6,390,Alice Green,Completed,2023-01-24,2023-01-24 06:00:00,2.28458852991602
1355,75,Software Development,Sales,Receive Invoice,16,1584,Bob White,Completed,2023-10-26,2023-10-26 16:00:00,3.848900112433941
1356,462,Employee Recruitment,HR,Conduct Interviews,15,585,John Smith,Completed,2023-06-02,2023-06-02 15:00:00,4.473338305655872
1357,789,Software Development,Finance,Requirements Gathering,8,120,Charlie Black,Pending,2023-03-06,,8.01292120505584
1358,975,Customer Onboarding,HR,Conduct Interviews,6,150,John White,Pending,2023-03-17,,0.8310082180412981
1359,936,Invoice Processing,HR,Coding,4,304,Charlie Black,Completed,2023-06-04,2023-06-04 04:00:00,4.14090738939306
1360,252,Employee Recruitment,Finance,Coding,19,1653,Alex White,Completed,2023-05-05,2023-05-05 19:00:00,6.731208302761327
1361,608,Software Development,Marketing,Job Posting,13,624,Bob Black,In Progress,2023-12-21,,2.531135568255082
1362,503,Employee Recruitment,Finance,Receive Invoice,3,66,Alex Smith,In Progress,2023-06-26,,3.948743170663192
1363,466,Customer Onboarding,Sales,Verify Invoice,5,85,Alice White,Completed,2023-08-19,2023-08-19 05:00:00,7.332293265941212
1364,96,Product Launch,Sales,Conduct Interviews,9,162,John Green,Pending,2023-03-22,,5.229258988178824
1365,390,Customer Onboarding,IT,Screen Candidates,1,31,Jane Green,In Progress,2023-03-19,,5.129471271260812
1366,268,Product Launch,Marketing,Coding,3,267,Bob Green,Pending,2023-09-30,,6.856252009942612
1367,491,Product Launch,IT,Requirements Gathering,6,90,Charlie Doe,Pending,2023-10-01,,7.484470244146043
1368,843,Software Development,Finance,Verify Invoice,6,468,Charlie Green,Completed,2023-07-12,2023-07-12 06:00:00,8.29872050250804
1369,519,Software Development,IT,Job Posting,5,160,Alice Brown,Pending,2023-09-30,,1.959039466776178
1370,513,Product Launch,HR,Coding,1,12,Bob White,Pending,2023-05-15,,3.783775910000351
1371,803,Customer Onboarding,Finance,Job Posting,2,116,Alice Black,Completed,2023-03-09,2023-03-09 02:00:00,7.416152748059376
1372,820,Product Launch,HR,Job Posting,15,1350,Charlie Brown,In Progress,2023-04-05,,1.8144502477406728
1373,744,Product Launch,Marketing,Conduct Interviews,13,1066,Alice Black,Pending,2023-01-13,,1.2936927535880205
1374,709,Invoice Processing,Marketing,Receive Invoice,16,896,Alice Black,Completed,2023-07-08,2023-07-08 16:00:00,3.7840554747371016
1375,466,Invoice Processing,Sales,Job Posting,1,46,Jane Doe,Completed,2023-09-11,2023-09-11 01:00:00,0.406757466948453
1376,837,Customer Onboarding,HR,Product Design,10,600,Alex Black,Completed,2023-11-08,2023-11-08 10:00:00,5.395979407223399
1377,653,Software Development,Sales,Job Posting,7,105,John Green,Pending,2023-03-18,,3.530405712986874
1378,48,Employee Recruitment,IT,Approve Invoice,3,147,John Black,Pending,2023-03-24,,3.490409218332272
1379,114,Customer Onboarding,IT,Receive Invoice,14,756,Jane White,In Progress,2023-12-15,,7.146652671049698
1380,359,Product Launch,Finance,Screen Candidates,9,270,Jane Black,In Progress,2023-04-12,,1.3689098396260924
1381,858,Employee Recruitment,Finance,Approve Invoice,13,1209,Bob Green,Pending,2023-10-12,,4.813290178251092
1382,206,Customer Onboarding,Finance,Testing,12,624,Charlie Brown,Completed,2023-01-01,2023-01-01 12:00:00,5.738244335253057
1383,376,Software Development,HR,Initial Contact,12,672,Bob White,Pending,2023-08-12,,9.3104159677002
1384,971,Software Development,HR,Conduct Interviews,9,693,Alex Green,Pending,2023-06-19,,6.485280491360364
1385,343,Software Development,Sales,Initial Contact,14,1330,Bob Black,Pending,2023-10-19,,3.986496625348893
1386,970,Invoice Processing,IT,Collect Documents,19,1881,Bob Doe,In Progress,2023-08-07,,2.392275903710759
1387,972,Customer Onboarding,IT,Initial Contact,12,1152,Alex Green,Pending,2023-04-18,,3.594989415299661
1388,331,Invoice Processing,Finance,Product Design,14,392,Alex White,Completed,2023-10-23,2023-10-23 14:00:00,2.3305048912403423
1389,894,Product Launch,HR,Coding,16,656,Alex Doe,Completed,2023-05-04,2023-05-04 16:00:00,2.338063706111136
1390,787,Invoice Processing,HR,Requirements Gathering,18,1638,Alice Brown,Pending,2023-10-14,,8.208396002154796
1391,266,Software Development,Finance,Approve Invoice,5,220,Charlie Brown,Pending,2023-07-05,,0.0757547726916074
1392,404,Employee Recruitment,HR,Collect Documents,16,1408,Alice Smith,Completed,2023-08-18,2023-08-18 16:00:00,6.775251182386043
1393,393,Employee Recruitment,Marketing,Coding,8,232,Charlie Black,In Progress,2023-08-02,,4.389984930656875
1394,60,Product Launch,Finance,Verify Invoice,10,330,Bob Brown,In Progress,2023-05-11,,0.6426794656662294
1395,140,Product Launch,Marketing,Approve Invoice,10,880,Bob Brown,Pending,2023-07-19,,3.772137308024721
1396,256,Product Launch,Finance,Product Design,14,616,Jane Doe,In Progress,2023-11-24,,5.18660968245273
1397,335,Product Launch,Marketing,Product Design,9,234,Alex Brown,Completed,2023-12-19,2023-12-19 09:00:00,0.7801175343386524
1398,374,Employee Recruitment,Marketing,Review Documents,6,456,Alice Smith,In Progress,2023-06-25,,9.053451276501727
1399,339,Employee Recruitment,Marketing,Coding,2,162,Alex White,In Progress,2023-02-17,,1.2132899236797434
1400,905,Invoice Processing,Sales,Conduct Interviews,11,924,Jane White,Completed,2023-04-19,2023-04-19 11:00:00,7.518482099956293
1401,264,Employee Recruitment,Sales,Conduct Interviews,7,658,Bob Black,In Progress,2023-09-19,,7.87457851643749
1402,14,Software Development,Finance,Receive Invoice,13,1066,Bob Black,Completed,2023-08-30,2023-08-30 13:00:00,9.67138975180336
1403,74,Product Launch,Marketing,Approve Invoice,4,252,Charlie Doe,In Progress,2023-06-29,,1.1552134039253248
1404,185,Invoice Processing,HR,Collect Documents,9,738,Alice Green,Pending,2023-07-05,,8.347528789021819
1405,90,Product Launch,Marketing,Screen Candidates,14,462,Bob Black,Completed,2023-05-07,2023-05-07 14:00:00,0.1738935336989622
1406,818,Product Launch,HR,Requirements Gathering,15,180,Alex Black,Pending,2023-10-13,,5.160949377604165
1407,480,Product Launch,IT,Screen Candidates,16,1568,Charlie Smith,Pending,2023-07-29,,1.1515958428267392
