Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
744,Customer Onboarding,IT,Receive Invoice,1,37,Bob Green,In Progress,2023-06-08,,3.877333871056683
854,Software Development,HR,Review Documents,2,96,Jane Green,Pending,2023-02-12,,2.372306318847709
423,Customer Onboarding,Marketing,Receive Invoice,19,1045,Alice Brown,Completed,2023-04-27,2023-04-27 19:00:00,4.680611337962897
718,Software Development,HR,Coding,9,891,Charlie Brown,In Progress,2023-02-07,,3.228396430228029
288,Customer Onboarding,Marketing,Review Documents,2,72,Alice Doe,Pending,2023-04-21,,6.2919419345038925
65,Customer Onboarding,Marketing,Screen Candidates,3,222,Charlie Brown,Completed,2023-11-11,2023-11-11 03:00:00,5.7955690284170425
962,Product Launch,HR,Review Documents,7,322,Alex Doe,Pending,2023-11-23,,3.463942978339193
443,Invoice Processing,Sales,Review Documents,18,612,Alice Black,Completed,2023-01-06,2023-01-06 18:00:00,8.672627698518149
211,Invoice Processing,HR,Collect Documents,4,316,Bob Green,In Progress,2023-08-04,,7.174904927966043
317,Software Development,Marketing,Approve Invoice,7,693,Alex White,In Progress,2023-01-15,,5.121408413459962
440,Software Development,HR,Market Research,14,616,Alex Smith,In Progress,2023-10-24,,8.871935432320623
267,Employee Recruitment,Sales,Launch Campaign,1,86,Alice Smith,Completed,2023-01-31,2023-01-31 01:00:00,9.564784481719897
577,Product Launch,Finance,Collect Documents,4,264,Alex Green,In Progress,2023-05-19,,2.0566673887271136
378,Software Development,Marketing,Testing,2,76,Bob Green,In Progress,2023-04-09,,6.663482426053978
412,Customer Onboarding,HR,Collect Documents,13,156,Alice White,Pending,2023-10-23,,8.614080825635872
915,Employee Recruitment,Sales,Market Research,3,171,Bob Green,In Progress,2023-12-01,,0.05373756675812413
613,Customer Onboarding,IT,Verify Invoice,20,1760,Jane Green,Pending,2023-09-17,,4.692868578898429
967,Product Launch,Sales,Verify Invoice,12,516,Charlie Black,In Progress,2023-08-19,,5.863032303206688
726,Employee Recruitment,Marketing,Approve Invoice,10,110,Charlie Brown,Pending,2023-01-13,,4.152576217005112
240,Employee Recruitment,IT,Conduct Interviews,9,207,John Green,Pending,2023-11-30,,6.812502162236593
729,Product Launch,Sales,Approve Invoice,16,288,Charlie Smith,In Progress,2023-08-07,,8.468007838953154
814,Product Launch,IT,Testing,2,130,Charlie Smith,In Progress,2023-06-07,,2.0834930229275592
697,Product Launch,HR,Conduct Interviews,5,270,Charlie Black,In Progress,2023-02-10,,4.11252378372717
893,Customer Onboarding,Sales,Review Documents,16,544,Bob Brown,Pending,2023-11-08,,5.646813348068084
997,Employee Recruitment,Sales,Product Design,6,150,Alice Green,Pending,2023-03-22,,4.700520295765273
735,Invoice Processing,Sales,Product Design,13,650,Alex Brown,In Progress,2023-05-30,,5.632560343802098
141,Software Development,HR,Receive Invoice,7,511,Alex Black,In Progress,2023-10-18,,7.386653426597105
953,Customer Onboarding,Sales,Conduct Interviews,15,345,Charlie Smith,Pending,2023-08-07,,8.517668254851571
751,Invoice Processing,Sales,Initial Contact,2,74,Alex Smith,In Progress,2023-04-11,,8.568887006701166
382,Product Launch,IT,Launch Campaign,10,190,Charlie Doe,In Progress,2023-06-14,,8.847861208452727
363,Product Launch,HR,Approve Invoice,6,270,John White,In Progress,2023-03-22,,1.3964968170646175
120,Product Launch,Sales,Testing,14,1400,Bob Green,Pending,2023-10-01,,8.052403808603701
80,Customer Onboarding,Sales,Market Research,18,1152,Charlie Smith,Pending,2023-01-11,,4.969832605081473
132,Employee Recruitment,IT,Collect Documents,1,94,Alex Green,Pending,2023-10-17,,3.1006474745952604
222,Employee Recruitment,Sales,Job Posting,4,356,Charlie White,Completed,2023-03-10,2023-03-10 04:00:00,0.10714068084250239
791,Product Launch,HR,Market Research,6,576,John Doe,In Progress,2023-07-25,,1.124778099333107
13,Customer Onboarding,Finance,Testing,4,296,Charlie White,Completed,2023-06-30,2023-06-30 04:00:00,1.2113047997615622
127,Software Development,IT,Launch Campaign,19,209,Bob Doe,In Progress,2023-11-07,,3.10033251967195
691,Invoice Processing,Finance,Verify Invoice,8,624,John Smith,In Progress,2023-03-12,,1.8180118939618928
160,Employee Recruitment,Sales,Screen Candidates,6,396,Charlie White,Completed,2023-07-13,2023-07-13 06:00:00,6.258201202393646
632,Customer Onboarding,HR,Verify Invoice,15,1005,Charlie Smith,In Progress,2023-03-19,,6.515588582933757
856,Invoice Processing,HR,Job Posting,7,497,Alice Doe,Pending,2023-01-12,,6.596806097433342
881,Software Development,Sales,Job Posting,5,360,John Smith,In Progress,2023-05-30,,9.722563028066714
637,Customer Onboarding,Sales,Job Posting,5,200,Jane Green,Pending,2023-03-05,,7.661144115838113
157,Invoice Processing,IT,Testing,1,65,John Smith,In Progress,2023-08-18,,9.571365773720503
26,Software Development,Marketing,Verify Invoice,15,660,Alice White,Completed,2023-08-05,2023-08-05 15:00:00,1.741116230611497
627,Software Development,Sales,Testing,5,155,John Brown,Completed,2023-05-29,2023-05-29 05:00:00,2.912227000003942
701,Customer Onboarding,HR,Verify Invoice,12,288,Jane Black,In Progress,2023-07-20,,7.110148367508046
8,Software Development,Finance,Collect Documents,19,1463,Charlie Black,Completed,2023-11-15,2023-11-15 19:00:00,6.416463753458062
422,Employee Recruitment,HR,Collect Documents,12,528,Jane Green,Completed,2023-05-29,2023-05-29 12:00:00,7.317807578407268
653,Software Development,IT,Requirements Gathering,19,1387,John Green,Pending,2023-09-14,,2.6134179459263116
312,Software Development,IT,Market Research,15,1245,Charlie White,Pending,2023-09-17,,7.54163907241031
452,Customer Onboarding,IT,Product Design,11,671,Alice Green,In Progress,2023-08-08,,4.3693213563521045
282,Customer Onboarding,Marketing,Testing,19,1786,Jane Brown,Pending,2023-12-21,,7.8971798771214
68,Employee Recruitment,Finance,Initial Contact,9,270,John White,Completed,2023-05-19,2023-05-19 09:00:00,6.092053558219464
334,Product Launch,Marketing,Coding,19,1786,Alex Brown,Pending,2023-11-07,,2.6099368715930495
353,Employee Recruitment,Marketing,Job Posting,8,336,John Black,Completed,2023-05-10,2023-05-10 08:00:00,8.961172920132132
215,Invoice Processing,IT,Collect Documents,14,392,Jane Green,Completed,2023-08-11,2023-08-11 14:00:00,7.893106833120748
280,Product Launch,Sales,Job Posting,18,342,Bob Doe,Pending,2023-10-13,,0.11646336572218585
226,Employee Recruitment,HR,Product Design,4,332,Alex White,Completed,2023-07-31,2023-07-31 04:00:00,4.055737628235191
4,Employee Recruitment,Marketing,Job Posting,15,840,Charlie Smith,In Progress,2023-10-27,,1.8147588906609435
433,Software Development,Finance,Review Documents,17,204,Alex Black,Pending,2023-08-27,,5.734824620154688
200,Invoice Processing,Sales,Conduct Interviews,2,140,Jane Green,Completed,2023-01-14,2023-01-14 02:00:00,4.413164661889175
567,Customer Onboarding,Marketing,Review Documents,12,696,Charlie White,Completed,2023-10-25,2023-10-25 12:00:00,6.673390396755858
828,Invoice Processing,Sales,Requirements Gathering,14,1162,John Doe,Completed,2023-08-29,2023-08-29 14:00:00,3.3206843544791944
259,Software Development,Marketing,Coding,9,432,Charlie Green,Pending,2023-08-21,,1.1695930456666215
825,Invoice Processing,Finance,Verify Invoice,20,1840,John Brown,In Progress,2023-07-11,,0.0302867936574458
773,Invoice Processing,HR,Verify Invoice,8,448,John White,Pending,2023-02-12,,7.035963473943173
250,Product Launch,Marketing,Collect Documents,16,336,Charlie Doe,Pending,2023-05-29,,7.327770551476097
100,Product Launch,Finance,Launch Campaign,18,216,John Brown,In Progress,2023-09-05,,3.214885316826732
707,Software Development,Finance,Screen Candidates,7,301,Jane Doe,In Progress,2023-12-03,,2.817192046201539
539,Software Development,Finance,Receive Invoice,8,520,Alex Smith,In Progress,2023-04-27,,1.0396950127534477
898,Invoice Processing,IT,Testing,12,996,Bob Green,In Progress,2023-09-25,,2.7539270929404545
592,Invoice Processing,Finance,Initial Contact,11,341,Bob Doe,In Progress,2023-09-13,,2.6114411009496674
649,Employee Recruitment,Sales,Initial Contact,3,273,John Black,Pending,2023-01-06,,9.648824841421884
843,Product Launch,Finance,Job Posting,3,201,Jane Brown,In Progress,2023-01-10,,5.592381128937445
938,Invoice Processing,HR,Product Design,17,289,John Black,In Progress,2023-03-07,,0.549145692346118
391,Software Development,HR,Conduct Interviews,15,1365,Jane Green,In Progress,2023-11-23,,4.331225574354113
699,Product Launch,Marketing,Approve Invoice,16,1264,Alice Black,In Progress,2023-11-06,,4.879639147850131
955,Invoice Processing,Finance,Launch Campaign,5,120,John Green,Pending,2023-09-16,,7.705071063539232
340,Customer Onboarding,Marketing,Approve Invoice,9,225,Charlie Black,Pending,2023-04-10,,5.686818974529384
782,Employee Recruitment,Finance,Testing,7,511,John Smith,In Progress,2023-09-30,,1.7141704739366748
590,Invoice Processing,HR,Job Posting,2,46,Bob Brown,Completed,2023-06-22,2023-06-22 02:00:00,6.140053990311385
496,Employee Recruitment,HR,Coding,19,1482,Alice Black,Completed,2023-06-22,2023-06-22 19:00:00,4.931687910184306
292,Product Launch,Sales,Collect Documents,18,1710,Alex Green,Completed,2023-07-30,2023-07-30 18:00:00,1.7199788990186071
684,Software Development,Finance,Verify Invoice,18,558,John Doe,Pending,2023-02-18,,2.895877900914543
304,Software Development,HR,Launch Campaign,10,120,Jane Smith,Completed,2023-02-10,2023-02-10 10:00:00,3.474622373738123
220,Invoice Processing,Sales,Screen Candidates,17,748,John Brown,Completed,2023-07-22,2023-07-22 17:00:00,9.109493109841978
251,Software Development,Finance,Approve Invoice,7,231,Bob Green,In Progress,2023-04-01,,0.12275934630344487
524,Invoice Processing,Marketing,Screen Candidates,19,836,Bob Green,Completed,2023-09-01,2023-09-01 19:00:00,9.153415157614923
903,Product Launch,IT,Market Research,10,900,Bob Brown,Pending,2023-08-22,,4.093937126134406
234,Employee Recruitment,IT,Product Design,9,630,Charlie White,Completed,2023-08-28,2023-08-28 09:00:00,6.735619767630826
577,Product Launch,Marketing,Collect Documents,3,249,Bob Black,Pending,2023-07-24,,2.288557827498161
804,Product Launch,HR,Screen Candidates,16,784,Jane White,In Progress,2023-10-23,,1.5785495331252897
833,Product Launch,IT,Initial Contact,15,915,Alex Black,Completed,2023-01-24,2023-01-24 15:00:00,9.31460127876416
287,Product Launch,Finance,Review Documents,11,858,Jane Green,Pending,2023-08-25,,5.969195344370747
378,Invoice Processing,Marketing,Initial Contact,2,150,Bob Smith,Completed,2023-09-23,2023-09-23 02:00:00,8.367754717792105
782,Product Launch,IT,Approve Invoice,10,630,Jane Brown,Pending,2023-09-06,,5.271064135016301
800,Product Launch,Finance,Testing,1,31,Charlie White,Completed,2023-11-11,2023-11-11 01:00:00,2.8344011325142917
613,Invoice Processing,Marketing,Coding,14,756,John Brown,Pending,2023-07-09,,2.6496067108742904
413,Product Launch,Finance,Verify Invoice,8,576,Alex Smith,In Progress,2023-02-09,,8.821638495131554
260,Invoice Processing,Finance,Initial Contact,3,261,John White,In Progress,2023-03-04,,0.487761556693731
742,Software Development,HR,Receive Invoice,13,975,Alice Doe,Pending,2023-07-19,,1.3356739500712078
874,Software Development,Sales,Job Posting,1,53,Charlie Green,Completed,2023-08-06,2023-08-06 01:00:00,7.978160982032736
666,Software Development,Sales,Coding,3,138,Jane Black,Completed,2023-12-21,2023-12-21 03:00:00,2.8534789637937186
205,Invoice Processing,HR,Collect Documents,4,392,Alex Black,Completed,2023-01-24,2023-01-24 04:00:00,4.740528832022745
123,Invoice Processing,Sales,Initial Contact,6,294,Alice Smith,Completed,2023-05-04,2023-05-04 06:00:00,6.431902556061195
545,Product Launch,Sales,Coding,9,657,Bob Black,Pending,2023-12-12,,2.840289388519933
76,Invoice Processing,Finance,Launch Campaign,4,224,Charlie Brown,Pending,2023-02-06,,4.850430118806257
453,Software Development,IT,Coding,17,1445,Bob Green,Completed,2023-11-09,2023-11-09 17:00:00,4.741031750487722
871,Customer Onboarding,Sales,Screen Candidates,3,225,John Black,Completed,2023-11-15,2023-11-15 03:00:00,0.6872624678579042
260,Product Launch,IT,Approve Invoice,18,810,Bob Smith,Completed,2023-02-01,2023-02-01 18:00:00,2.1727146689300025
336,Invoice Processing,IT,Verify Invoice,10,220,Jane Smith,Pending,2023-11-09,,1.7009939283975817
110,Customer Onboarding,Marketing,Initial Contact,20,720,Bob Black,Completed,2023-06-22,2023-06-22 20:00:00,6.000142922782232
124,Product Launch,IT,Requirements Gathering,20,1060,Alex Doe,Completed,2023-04-25,2023-04-25 20:00:00,1.6084060042569315
729,Customer Onboarding,HR,Market Research,7,581,Charlie Black,In Progress,2023-07-12,,2.9948934978025332
422,Invoice Processing,IT,Product Design,7,336,Alice Brown,Pending,2023-04-28,,7.6518260528864355
139,Invoice Processing,IT,Market Research,3,216,Alex Doe,Completed,2023-06-15,2023-06-15 03:00:00,5.684917329391589
369,Employee Recruitment,IT,Verify Invoice,4,180,Alex White,Pending,2023-06-14,,9.906858849357574
69,Software Development,IT,Conduct Interviews,1,77,John Brown,Completed,2023-06-10,2023-06-10 01:00:00,0.21009567275484975
206,Software Development,IT,Product Design,12,540,Alice Green,In Progress,2023-05-24,,1.6170817480437027
518,Software Development,IT,Market Research,2,184,Bob Smith,In Progress,2023-10-08,,9.082240988841903
406,Customer Onboarding,Marketing,Review Documents,8,488,Alex Brown,Pending,2023-03-08,,3.8178367490493725
946,Invoice Processing,HR,Job Posting,16,176,Jane Brown,In Progress,2023-05-13,,8.180541154063953
180,Employee Recruitment,HR,Requirements Gathering,16,528,Bob Smith,Pending,2023-06-01,,5.446517872284524
191,Product Launch,Marketing,Review Documents,14,210,Alice Green,Pending,2023-09-30,,0.47212615432078664
799,Customer Onboarding,Sales,Initial Contact,15,1155,Alex Doe,In Progress,2023-01-27,,4.350228987183025
572,Product Launch,IT,Market Research,12,816,Bob Green,In Progress,2023-03-06,,6.152625845658232
649,Product Launch,IT,Initial Contact,6,372,Charlie Smith,Pending,2023-06-26,,0.5726452094917689
421,Software Development,HR,Screen Candidates,18,1530,Jane Doe,Completed,2023-06-18,2023-06-18 18:00:00,2.9513026465847867
179,Product Launch,Sales,Market Research,4,176,Charlie Smith,Pending,2023-02-12,,5.833651588634821
243,Product Launch,Sales,Product Design,13,338,John Brown,Completed,2023-12-27,2023-12-27 13:00:00,0.5359318938680502
752,Invoice Processing,Sales,Requirements Gathering,6,378,Charlie White,Completed,2023-06-27,2023-06-27 06:00:00,1.4115578810267093
673,Employee Recruitment,Finance,Approve Invoice,10,710,Alex Doe,Completed,2023-12-02,2023-12-02 10:00:00,1.4812309467354845
806,Invoice Processing,Sales,Testing,9,315,Alex White,Pending,2023-09-23,,0.6768822052942369
227,Employee Recruitment,Marketing,Testing,17,1037,Jane Green,In Progress,2023-08-05,,9.84882886897585
942,Software Development,Sales,Testing,13,299,Alex Smith,In Progress,2023-11-18,,8.564174603701074
233,Employee Recruitment,Finance,Job Posting,14,938,John Green,Completed,2023-12-11,2023-12-11 14:00:00,0.7973275370480903
156,Product Launch,Sales,Market Research,17,442,Alex Brown,Completed,2023-01-11,2023-01-11 17:00:00,8.375163304942363
832,Software Development,Sales,Receive Invoice,13,572,Alex Brown,In Progress,2023-03-17,,3.1939582431012994
745,Software Development,IT,Conduct Interviews,3,258,Charlie Brown,In Progress,2023-06-08,,6.354366352364174
111,Employee Recruitment,Sales,Verify Invoice,13,1014,Alex Brown,Pending,2023-02-06,,3.131016255328732
998,Customer Onboarding,Sales,Conduct Interviews,3,228,Bob Brown,Pending,2023-12-31,,6.540154001751151
908,Invoice Processing,Finance,Screen Candidates,12,972,Alice Doe,Completed,2023-07-29,2023-07-29 12:00:00,5.834097575346329
157,Product Launch,Marketing,Verify Invoice,11,913,Jane Smith,Pending,2023-07-01,,9.454163613628978
55,Software Development,IT,Review Documents,2,132,Jane Black,In Progress,2023-01-20,,7.576816037754634
949,Invoice Processing,Sales,Verify Invoice,8,728,Alex Smith,Completed,2023-05-23,2023-05-23 08:00:00,1.8661254178229159
912,Product Launch,Marketing,Job Posting,20,340,Alex Green,In Progress,2023-09-25,,4.688716703771128
397,Software Development,Marketing,Testing,19,1292,Jane Doe,Completed,2023-09-18,2023-09-18 19:00:00,2.2605543374053862
16,Invoice Processing,Finance,Initial Contact,11,352,Alex White,In Progress,2023-08-03,,0.7954246008322585
863,Software Development,HR,Approve Invoice,14,420,Charlie White,Completed,2023-12-12,2023-12-12 14:00:00,5.668216439440385
612,Employee Recruitment,IT,Receive Invoice,10,100,John Black,In Progress,2023-12-08,,6.016179553942232
741,Product Launch,Finance,Review Documents,3,258,Alex Doe,Completed,2023-12-20,2023-12-20 03:00:00,7.807938068304018
287,Employee Recruitment,Sales,Approve Invoice,14,924,Alex Doe,In Progress,2023-06-26,,2.124097304636543
173,Software Development,Finance,Conduct Interviews,20,1480,Charlie Black,In Progress,2023-06-26,,6.4230063896624845
122,Customer Onboarding,Finance,Launch Campaign,12,972,Alex White,Completed,2023-05-30,2023-05-30 12:00:00,7.8572131248469566
367,Invoice Processing,Finance,Screen Candidates,7,238,Charlie White,In Progress,2023-09-17,,3.346281904446214
789,Software Development,Sales,Market Research,1,50,Bob Black,Pending,2023-04-09,,3.7112317509136714
136,Product Launch,Finance,Coding,11,231,Alice Smith,Pending,2023-11-19,,2.5674200488251575
861,Employee Recruitment,HR,Launch Campaign,12,144,Alex Smith,Completed,2023-10-27,2023-10-27 12:00:00,4.848755847019607
734,Customer Onboarding,Sales,Testing,11,286,John Brown,Pending,2023-03-27,,8.31098058146063
409,Product Launch,IT,Collect Documents,16,1248,Jane Black,Pending,2023-12-13,,8.428511744742076
576,Customer Onboarding,Marketing,Requirements Gathering,12,660,John Brown,Completed,2023-02-06,2023-02-06 12:00:00,3.1996030102325412
892,Invoice Processing,HR,Job Posting,14,1022,John Black,Completed,2023-04-02,2023-04-02 14:00:00,8.311905385975072
723,Software Development,Marketing,Collect Documents,11,594,Alice Brown,Pending,2023-01-04,,7.846571091474768
142,Customer Onboarding,IT,Requirements Gathering,20,740,Bob Doe,Completed,2023-12-29,2023-12-29 20:00:00,7.454945931641712
533,Employee Recruitment,Finance,Receive Invoice,18,234,Alex Smith,In Progress,2023-09-06,,5.090620959848784
243,Employee Recruitment,Finance,Market Research,2,84,Alice Doe,In Progress,2023-03-20,,0.798004836532118
792,Product Launch,Finance,Testing,1,93,John White,Completed,2023-10-15,2023-10-15 01:00:00,7.159016714708063
88,Software Development,Sales,Collect Documents,17,833,Alex Green,In Progress,2023-07-12,,2.236688331821636
933,Customer Onboarding,Sales,Verify Invoice,17,221,Alex Brown,In Progress,2023-01-19,,1.1519695910754824
847,Product Launch,HR,Job Posting,17,731,Alice Brown,In Progress,2023-12-12,,9.732765539344658
833,Product Launch,Finance,Initial Contact,9,117,Jane Doe,Pending,2023-12-30,,1.9800233307860737
67,Product Launch,Sales,Collect Documents,6,510,John Black,Pending,2023-07-27,,0.014478735601014536
128,Software Development,IT,Launch Campaign,17,833,Charlie White,Pending,2023-04-20,,1.6606086118625274
42,Employee Recruitment,HR,Coding,9,756,Alice Doe,Pending,2023-09-08,,9.645986987872368
859,Invoice Processing,IT,Launch Campaign,11,825,Jane White,Pending,2023-03-07,,0.4028219978199121
338,Software Development,Finance,Launch Campaign,14,1176,Bob Green,Completed,2023-02-01,2023-02-01 14:00:00,7.3489766212299426
129,Invoice Processing,Marketing,Screen Candidates,8,776,Charlie Doe,In Progress,2023-06-22,,3.2505042717622823
115,Product Launch,Finance,Verify Invoice,4,104,Bob Smith,Pending,2023-12-05,,0.8032566127461416
380,Invoice Processing,IT,Coding,5,170,John Black,Pending,2023-09-09,,9.825822254439954
67,Product Launch,IT,Requirements Gathering,5,105,Alex Smith,Completed,2023-11-24,2023-11-24 05:00:00,8.136496935731328
690,Customer Onboarding,Marketing,Market Research,12,444,Jane Black,Pending,2023-10-31,,8.338356449118232
727,Software Development,Marketing,Screen Candidates,1,89,Charlie Doe,In Progress,2023-07-11,,6.269580377337135
34,Employee Recruitment,Finance,Receive Invoice,15,990,Jane Doe,Completed,2023-11-02,2023-11-02 15:00:00,4.642651764789002
97,Product Launch,Marketing,Market Research,16,176,Jane White,Completed,2023-10-30,2023-10-30 16:00:00,6.628043215239183
56,Customer Onboarding,Marketing,Product Design,11,704,John Brown,Pending,2023-08-24,,6.788252663513256
778,Customer Onboarding,IT,Receive Invoice,17,884,Jane Black,Pending,2023-12-24,,7.208011767171806
897,Customer Onboarding,Finance,Approve Invoice,3,177,John Doe,Completed,2023-01-19,2023-01-19 03:00:00,3.993149580807498
196,Customer Onboarding,Finance,Verify Invoice,1,15,Charlie Black,Pending,2023-03-21,,4.435017581890897
991,Customer Onboarding,Sales,Approve Invoice,9,288,Alice Black,In Progress,2023-01-29,,7.264867452786979
544,Employee Recruitment,Marketing,Screen Candidates,12,840,Bob Black,Pending,2023-02-06,,3.6925623100499605
70,Software Development,IT,Coding,12,528,Bob White,Pending,2023-06-13,,9.256525398037526
986,Product Launch,Finance,Requirements Gathering,15,525,Alex Black,Completed,2023-03-05,2023-03-05 15:00:00,6.470386781116398
876,Product Launch,HR,Conduct Interviews,15,1350,Alice Brown,Pending,2023-12-24,,0.8198087374368046
697,Employee Recruitment,IT,Collect Documents,1,57,Jane Black,Completed,2023-05-08,2023-05-08 01:00:00,1.5358419334532047
725,Invoice Processing,Marketing,Receive Invoice,9,414,Charlie White,Completed,2023-04-23,2023-04-23 09:00:00,1.020850575016623
139,Product Launch,Finance,Market Research,9,288,Alice Green,Pending,2023-10-01,,8.531859724635462
888,Software Development,HR,Screen Candidates,9,468,Jane Green,Completed,2023-05-19,2023-05-19 09:00:00,6.085978816968174
234,Product Launch,Sales,Job Posting,13,351,Charlie Brown,Completed,2023-11-26,2023-11-26 13:00:00,0.3261597367231084
934,Invoice Processing,Sales,Coding,20,1200,Alex Doe,Completed,2023-06-04,2023-06-04 20:00:00,4.969649054441837
629,Software Development,HR,Testing,2,26,Jane Doe,In Progress,2023-07-19,,4.932903428048593
499,Employee Recruitment,Finance,Review Documents,18,216,Bob Smith,Completed,2023-09-27,2023-09-27 18:00:00,1.1571708853487617
586,Customer Onboarding,Sales,Collect Documents,18,648,Jane Smith,In Progress,2023-07-15,,8.381909140258925
273,Employee Recruitment,HR,Receive Invoice,1,74,Charlie Black,In Progress,2023-01-23,,0.9654109704222857
669,Customer Onboarding,Marketing,Market Research,5,400,John White,Completed,2023-07-10,2023-07-10 05:00:00,2.4120410747882826
481,Product Launch,Finance,Requirements Gathering,17,1054,Charlie Black,Pending,2023-06-24,,2.099860293312309
824,Product Launch,Sales,Initial Contact,9,720,Jane Smith,Pending,2023-09-13,,3.6856444579426526
16,Invoice Processing,Finance,Conduct Interviews,5,270,John Smith,Completed,2023-10-11,2023-10-11 05:00:00,6.174653630551203
918,Product Launch,Marketing,Verify Invoice,15,450,Alex Doe,Pending,2023-12-29,,2.90672227214373
173,Invoice Processing,Sales,Product Design,6,522,Charlie Green,Pending,2023-08-10,,5.314287005859092
533,Software Development,Marketing,Testing,20,1100,Jane Brown,Pending,2023-07-22,,8.194849346832454
339,Software Development,HR,Market Research,19,722,Alex Green,Pending,2023-06-25,,2.1179144335980515
742,Software Development,Finance,Coding,15,855,John Smith,Completed,2023-09-23,2023-09-23 15:00:00,3.510778200819429
626,Customer Onboarding,Marketing,Coding,13,1079,John Doe,In Progress,2023-11-20,,9.267543282834579
932,Invoice Processing,Finance,Job Posting,7,203,Bob White,In Progress,2023-05-26,,3.7433158153476995
179,Customer Onboarding,Finance,Coding,20,880,John Smith,Completed,2023-08-14,2023-08-14 20:00:00,8.342421060223446
865,Employee Recruitment,HR,Launch Campaign,15,1200,Bob White,In Progress,2023-09-24,,2.8947599495610388
111,Employee Recruitment,Marketing,Collect Documents,14,672,Bob Smith,In Progress,2023-08-08,,1.0272022716020246
397,Invoice Processing,HR,Receive Invoice,6,120,John White,Pending,2023-09-12,,5.612245039781873
37,Software Development,HR,Conduct Interviews,2,22,Alice Green,Pending,2023-12-16,,7.63082978453565
484,Customer Onboarding,Sales,Requirements Gathering,1,24,Charlie White,Pending,2023-07-24,,4.970099060377332
229,Software Development,Finance,Approve Invoice,19,741,John Smith,Completed,2023-11-04,2023-11-04 19:00:00,0.46693510454077436
489,Customer Onboarding,Finance,Requirements Gathering,2,86,Alice Smith,Pending,2023-02-21,,0.6141300127060156
423,Invoice Processing,Finance,Review Documents,3,105,John White,In Progress,2023-12-31,,4.928117945033369
480,Product Launch,Sales,Verify Invoice,2,136,Charlie White,Pending,2023-02-08,,4.048509792869459
339,Customer Onboarding,Sales,Verify Invoice,17,1292,Alice Green,Pending,2023-02-07,,4.5314655395480194
726,Invoice Processing,Marketing,Receive Invoice,8,216,Jane Doe,In Progress,2023-11-01,,8.61396006647071
396,Software Development,Finance,Verify Invoice,11,286,Bob Brown,In Progress,2023-12-01,,0.6017613014393597
477,Software Development,IT,Testing,5,100,Alex Brown,Completed,2023-01-05,2023-01-05 05:00:00,3.3994690377497774
49,Invoice Processing,Marketing,Product Design,17,357,John Brown,Completed,2023-08-23,2023-08-23 17:00:00,5.899051988414641
425,Software Development,Marketing,Job Posting,17,1666,John Smith,Completed,2023-08-18,2023-08-18 17:00:00,9.334260988455137
77,Software Development,IT,Market Research,12,348,Alice Black,Pending,2023-12-07,,2.148316959567411
508,Customer Onboarding,IT,Launch Campaign,4,228,Jane Green,Pending,2023-03-26,,3.668687696430155
135,Product Launch,Finance,Verify Invoice,7,546,Charlie Brown,Completed,2023-10-05,2023-10-05 07:00:00,8.691266757058647
874,Invoice Processing,Finance,Conduct Interviews,16,1248,John Brown,Completed,2023-04-07,2023-04-07 16:00:00,9.933042091173462
938,Invoice Processing,Finance,Job Posting,16,320,Alex Brown,Pending,2023-03-19,,5.563521755537324
772,Invoice Processing,HR,Collect Documents,12,780,Jane White,In Progress,2023-03-17,,0.6365980103675173
783,Product Launch,Sales,Product Design,2,94,Charlie Brown,Completed,2023-08-03,2023-08-03 02:00:00,1.8970461273350414
742,Software Development,Finance,Approve Invoice,12,1080,Alex Smith,Pending,2023-09-22,,3.778713755711024
63,Customer Onboarding,Marketing,Collect Documents,10,660,Alice Smith,Pending,2023-02-27,,6.846206484902121
827,Product Launch,Sales,Screen Candidates,17,578,John Black,Pending,2023-05-10,,6.58921095464379
499,Customer Onboarding,HR,Approve Invoice,14,336,Alice Brown,Completed,2023-04-03,2023-04-03 14:00:00,2.0449673493076883
703,Employee Recruitment,Finance,Approve Invoice,10,900,Bob Brown,Completed,2023-09-23,2023-09-23 10:00:00,4.820214309157603
767,Software Development,HR,Product Design,14,1078,Charlie Green,Completed,2023-09-24,2023-09-24 14:00:00,3.4112289491080983
766,Invoice Processing,Marketing,Conduct Interviews,12,1176,Bob Brown,Pending,2023-01-06,,0.5275372108822296
219,Invoice Processing,Sales,Job Posting,5,435,Alice Smith,Pending,2023-12-10,,3.1234295622712747
988,Invoice Processing,HR,Testing,8,528,Charlie White,In Progress,2023-09-06,,9.953151723923426
622,Invoice Processing,Marketing,Testing,13,897,Jane Doe,In Progress,2023-03-10,,1.9820055275997939
109,Employee Recruitment,Marketing,Market Research,3,234,Charlie Doe,Completed,2023-04-04,2023-04-04 03:00:00,5.111529386132401
748,Product Launch,Finance,Launch Campaign,16,656,Bob Black,Completed,2023-03-23,2023-03-23 16:00:00,8.127868969602421
470,Product Launch,IT,Conduct Interviews,8,344,Charlie Smith,In Progress,2023-11-08,,8.658595117452675
712,Software Development,IT,Requirements Gathering,13,156,Jane Black,In Progress,2023-09-17,,5.6048023737698704
11,Software Development,IT,Job Posting,13,312,Alice Black,Completed,2023-04-14,2023-04-14 13:00:00,6.499858437903462
